Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,vgpr,sgpr,fbar,sig,obj,SQ_INSTS_VALU,SQ_INSTS_SALU,FETCH_SIZE,WRITE_SIZE
5641,"__amd_rocclr_fillBufferAligned.kd",0,2,4912,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
5642,"__amd_rocclr_fillBufferAligned.kd",0,2,4913,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
5643,"__amd_rocclr_fillBufferAligned.kd",0,2,4914,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
5644,"__amd_rocclr_copyBuffer.kd",0,2,4920,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,44,58,1.3750000000,0.0000000000
5645,"init_kernel() [clone .kd]",0,2,4922,122848,122848,1,1,0,0,4,16,0,0x0,0x7f8ca678f600,0,0,0.1875000000,0.0000000000
5646,"__amd_rocclr_fillBufferAligned.kd",0,2,4923,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,33,26,1.1250000000,0.0000000000
5647,"__amd_rocclr_fillBufferAligned.kd",0,2,4924,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
5648,"__amd_rocclr_fillBufferAligned.kd",0,2,4926,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.8750000000,0.0000000000
5649,"__amd_rocclr_fillBufferAligned.kd",0,2,4927,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
5650,"void gemvt_kernel<false, 256, int, double, double, double, double>(int, int, double, long, double const*, long, int, long, double const*, long, int, long, double, long, double*, long, int, long) [clone .kd]",0,2,4934,122848,122848,2304,256,2048,0,8,40,104576,0x0,0x7f8c9f559640,1188,2502,3.8750000000,0.0000000000
5651,"SIGMAm1_times_vec(double*, double*, double*, int) [clone .kd]",0,2,4935,122848,122848,128,128,0,0,8,24,30976,0x0,0x7f8b6a03eac0,15,2,0.8750000000,0.0000000000
5652,"void gemvn_kernel<64, 16, int, double, double, double, double>(int, int, double, long, double const*, long, int, long, double const*, long, int, long, double, long, double*, long, int, long) [clone .kd]",0,2,4936,122848,122848,1024,1024,32768,0,32,56,69760,0x0,0x7f8c9f559340,1235,1091,2.6250000000,0.0000000000
5653,"__amd_rocclr_fillBufferAligned.kd",0,2,4937,122848,122848,1102592,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,327318,241181,11.6875000000,4519.5000000000
5654,"void axpy_kernel<256, double, double const*, double const*, double*>(int, double const*, long, double const*, long, int, long, double*, long, int, long) [clone .kd]",0,2,4939,122848,122848,1102592,256,0,0,4,32,59520,0x0,0x7f8ca66bc340,516815,516819,17239.0000000000,6095.2500000000
5655,"void axpy_kernel<256, double, double const*, double const*, double*>(int, double const*, long, double const*, long, int, long, double*, long, int, long) [clone .kd]",0,2,4940,122848,122848,1102592,256,0,0,4,32,59520,0x0,0x7f8ca66bc340,516815,516819,17231.8750000000,6140.0000000000
5656,"void axpy_kernel<256, double, double const*, double const*, double*>(int, double const*, long, double const*, long, int, long, double*, long, int, long) [clone .kd]",0,2,4941,122848,122848,1102592,256,0,0,4,32,59520,0x0,0x7f8ca66bc340,516815,516819,17226.8750000000,6197.8125000000
5657,"void axpy_kernel<256, double, double const*, double const*, double*>(int, double const*, long, double const*, long, int, long, double*, long, int, long) [clone .kd]",0,2,4942,122848,122848,1102592,256,0,0,4,32,59520,0x0,0x7f8ca66bc340,516815,516819,17234.5625000000,6173.1250000000
5658,"void axpy_kernel<256, double, double const*, double const*, double*>(int, double const*, long, double const*, long, int, long, double*, long, int, long) [clone .kd]",0,2,4943,122848,122848,1102592,256,0,0,4,32,59520,0x0,0x7f8ca66bc340,516815,516819,17233.2500000000,6125.5000000000
5659,"void axpy_kernel<256, double, double const*, double const*, double*>(int, double const*, long, double const*, long, int, long, double*, long, int, long) [clone .kd]",0,2,4944,122848,122848,1102592,256,0,0,4,32,59520,0x0,0x7f8ca66bc340,516815,516819,17235.1250000000,6158.0000000000
5660,"void axpy_kernel<256, double, double const*, double const*, double*>(int, double const*, long, double const*, long, int, long, double*, long, int, long) [clone .kd]",0,2,4945,122848,122848,1102592,256,0,0,4,32,59520,0x0,0x7f8ca66bc340,516815,516819,17233.9375000000,6189.5000000000
5661,"void axpy_kernel<256, double, double const*, double const*, double*>(int, double const*, long, double const*, long, int, long, double*, long, int, long) [clone .kd]",0,2,4946,122848,122848,1102592,256,0,0,4,32,59520,0x0,0x7f8ca66bc340,516815,516819,17232.5625000000,6184.7500000000
5662,"void rocblas_scal_kernel<double, double, double*>(int, double, long, double*, long, int, long) [clone .kd]",0,2,4947,122848,122848,1102592,256,0,0,4,24,31680,0x0,0x7f8ca6773c00,241182,292862,7670.2500000000,4519.6250000000
5663,"void axpy_kernel<256, double, double, double const*, double*>(int, double, long, double const*, long, int, long, double*, long, int, long) [clone .kd]",0,2,4948,122848,122848,1102592,256,0,0,4,32,59968,0x0,0x7f8ca66bc380,516815,430679,16357.1875000000,6107.0000000000
5664,"void copy_kernel<false, double const*, double*>(int, double const*, long, int, long, double*, long, int, long) [clone .kd]",0,2,4949,122848,122848,1102592,256,0,0,4,32,3328,0x0,0x7f8ca67958c0,378998,516813,8614.6250000000,6113.1250000000
5665,"init_kernel() [clone .kd]",0,2,4951,122848,122848,1,1,0,0,4,16,0,0x0,0x7f8ca678f600,0,0,0.1875000000,0.0000000000
5666,"__amd_rocclr_fillBufferAligned.kd",0,2,4952,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,33,26,1.1250000000,0.0000000000
5667,"__amd_rocclr_fillBufferAligned.kd",0,2,4953,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
5668,"__amd_rocclr_fillBufferAligned.kd",0,2,4954,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
5669,"__amd_rocclr_fillBufferAligned.kd",0,2,4955,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
5670,"Cijk_Alik_Bljk_DB_MT64x16x16_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUASB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_RK0_SIA3_SS1_SU32_SUM0_SUS128_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_4_1_WGM5.kd",0,2,4961,122848,122848,143616,128,26624,0,128,96,92671808,0x0,0x7f8c8a110a80,2053744,3423516,63527.7500000000,8524.7187500000
5671,"Cijk_Ailk_Bljk_DB_MT128x64x8_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUAMB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS4_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR3_RK0_SIA3_SS1_SU0_SUM0_SUS0_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT4_32_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM5.kd",0,2,4962,122848,122848,39168,256,28672,0,128,88,70555392,0x0,0x7f8c8a0f9bc0,1764460,1230092,22191.5000000000,6582.4062500000
5672,"init_kernel() [clone .kd]",0,2,4964,122848,122848,1,1,0,0,4,16,0,0x0,0x7f8ca678f600,0,0,0.1875000000,0.0000000000
5673,"__amd_rocclr_fillBufferAligned.kd",0,2,4965,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,33,26,1.1250000000,0.0000000000
5674,"__amd_rocclr_fillBufferAligned.kd",0,2,4966,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
5675,"__amd_rocclr_fillBufferAligned.kd",0,2,4967,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
5676,"__amd_rocclr_fillBufferAligned.kd",0,2,4968,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
5677,"dlansy_max_kernel_lower(int, double const*, int, double*) [clone .kd]",0,29,0,122848,122848,1088,64,0,0,8,24,12544,0x0,0x7f8ca679eac0,126972,29347,4365.6875000000,1.0000000000
5678,"void magma_max_nan_kernel<double>(int, double*) [clone .kd]",0,29,1,122848,122848,512,512,4096,0,8,24,11264,0x0,0x7f8ca67a5dc0,342,264,1.1250000000,0.0000000000
5679,"init_kernel() [clone .kd]",0,2,4974,122848,122848,1,1,0,0,4,16,0,0x0,0x7f8ca678f600,0,0,0.1875000000,0.0000000000
5680,"__amd_rocclr_fillBufferAligned.kd",0,2,4975,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,33,26,1.1250000000,0.0000000000
5681,"__amd_rocclr_fillBufferAligned.kd",0,2,4976,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
5682,"__amd_rocclr_fillBufferAligned.kd",0,2,4977,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
5683,"__amd_rocclr_fillBufferAligned.kd",0,2,4978,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
5684,"__amd_rocclr_fillBufferAligned.kd",0,2,4984,122848,122848,67328,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,19960,14706,11.5000000000,0.0000000000
5685,"init_kernel() [clone .kd]",0,2,4987,122848,122848,1,1,0,0,4,16,0,0x0,0x7f8ca678f600,0,0,0.1875000000,0.0000000000
5686,"__amd_rocclr_fillBufferAligned.kd",0,2,4988,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,33,26,0.6875000000,0.0000000000
5687,"__amd_rocclr_fillBufferAligned.kd",0,2,4989,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
5688,"__amd_rocclr_fillBufferAligned.kd",0,2,4990,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
5689,"__amd_rocclr_fillBufferAligned.kd",0,2,4991,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
5690,"Cijk_Ailk_Bljk_DB_MT64x64x8_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUAMB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS4_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR3_RK0_SIA3_SS1_SU0_SUM0_SUS0_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_32_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM5.kd",0,2,4997,122848,122848,32256,256,16384,0,64,88,70587648,0x0,0x7f8c8a0f9cc0,498516,547988,5592.2500000000,399.6250000000
5691,"Cijk_Ailk_Bljk_DB_MT64x64x8_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUAMB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS4_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR3_RK0_SIA3_SS1_SU0_SUM0_SUS0_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_32_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM5.kd",0,2,4999,122848,122848,32256,256,16384,0,64,88,70587648,0x0,0x7f8c8a0f9cc0,335220,357476,3291.8750000000,364.0937500000
5692,"init_kernel() [clone .kd]",0,2,5002,122848,122848,1,1,0,0,4,16,0,0x0,0x7f8ca678f600,0,0,0.1875000000,0.0000000000
5693,"__amd_rocclr_fillBufferAligned.kd",0,2,5003,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,33,26,0.6875000000,0.0000000000
5694,"__amd_rocclr_fillBufferAligned.kd",0,2,5004,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
5695,"__amd_rocclr_fillBufferAligned.kd",0,2,5005,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
5696,"__amd_rocclr_fillBufferAligned.kd",0,2,5006,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
5697,"dlaset_band_upper(int, int, double, double, double*, int) [clone .kd]",0,2,5012,122848,122848,1088,64,0,0,4,32,5632,0x0,0x7f8ca67afcc0,8905,6426,6.6875000000,0.0000000000
5698,"Cijk_Alik_Bljk_DB_MT64x16x16_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUASB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_RK0_SIA3_SS1_SU32_SUM0_SUS128_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_4_1_WGM5.kd",0,2,5015,122848,122848,4352,128,26624,0,128,96,92671808,0x0,0x7f8c8a110a80,11376,16864,341.6875000000,0.0000000000
5699,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,5016,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,32637,16896,212.7500000000,0.0000000000
5700,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU0_SUM0_SUS0_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM11.kd",0,2,5017,122848,122848,8448,256,6144,0,24,88,4248896,0x0,0x7f8c8a0ba380,30822,24618,8.3125000000,0.0000000000
5701,"Cijk_Alik_Bljk_DB_MT64x16x16_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUASB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_RK0_SIA3_SS1_SU32_SUM0_SUS128_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_4_1_WGM5.kd",0,2,5019,122848,122848,8704,128,26624,0,128,96,92671808,0x0,0x7f8c8a110a80,26464,44280,915.0000000000,0.0000000000
5702,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,5020,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,37488,16896,273.2500000000,0.0000000000
5703,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW1_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU32_SUM0_SUS256_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM5.kd",0,2,5021,122848,122848,4352,256,6144,0,24,96,4000000,0x0,0x7f8c8a0b9dc0,8260,17304,277.3750000000,0.0000000000
5704,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,5022,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,37488,16896,9.6875000000,0.0000000000
5705,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW1_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU32_SUM0_SUS128_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM5.kd",0,2,5023,122848,122848,16896,256,6144,0,24,96,4165952,0x0,0x7f8c8a0ba180,43400,87236,27.8125000000,0.0000000000
5706,"Cijk_Alik_Bljk_DB_MT64x16x16_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUASB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_RK0_SIA3_SS1_SU32_SUM0_SUS128_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_4_1_WGM5.kd",0,2,5025,122848,122848,8704,128,26624,0,128,96,92671808,0x0,0x7f8c8a110a80,32992,55160,1472.5625000000,0.0000000000
5707,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,5026,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,37488,16896,273.1875000000,0.0000000000
5708,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW1_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU32_SUM0_SUS256_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM5.kd",0,2,5027,122848,122848,4352,256,6144,0,24,96,4000000,0x0,0x7f8c8a0b9dc0,8260,17304,277.1875000000,0.0000000000
5709,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,5028,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,37488,16896,9.5000000000,0.0000000000
5710,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW1_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU0_SUM0_SUS0_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM11.kd",0,2,5029,122848,122848,25344,256,6144,0,24,88,3938176,0x0,0x7f8c8a0b9c40,61324,100948,30.8125000000,1.8750000000
5711,"Cijk_Alik_Bljk_DB_MT64x16x16_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUASB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_RK0_SIA3_SS1_SU32_SUM0_SUS128_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_4_1_WGM5.kd",0,2,5031,122848,122848,8704,128,26624,0,128,96,92671808,0x0,0x7f8c8a110a80,39520,66040,2029.6250000000,0.0000000000
5712,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,5032,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,37488,16896,273.3125000000,0.0000000000
5713,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW1_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU32_SUM0_SUS256_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM5.kd",0,2,5033,122848,122848,4352,256,6144,0,24,96,4000000,0x0,0x7f8c8a0b9dc0,8260,17304,277.3750000000,0.0000000000
5714,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,5034,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,37488,16896,9.5000000000,0.0000000000
5715,"Cijk_Ailk_Bjlk_DB_MT64x32x8_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW1_GSU1_GSUAMB_GLS1_ISA90a_IU2_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR1_RK0_SIA3_SS1_SU0_SUM0_SUS0_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM11.kd",0,2,5035,122848,122848,33792,256,6144,0,24,88,3938176,0x0,0x7f8c8a0b9c40,79248,134988,31.3750000000,31.4687500000
5716,"Cijk_Alik_Bljk_DB_MT64x16x16_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUASB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_RK0_SIA3_SS1_SU32_SUM0_SUS128_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_4_1_WGM5.kd",0,2,5037,122848,122848,8704,128,26624,0,128,96,92671808,0x0,0x7f8c8a110a80,46048,76920,2586.6250000000,0.0000000000
5717,"void trmm_template_rTx_kernel<double, 32, 0>(magma_uplo_t, magma_diag_t, int, int, double, double*, int, double*, int) [clone .kd]",0,2,5038,122848,122848,33792,1024,16384,0,12,32,7808,0x0,0x7f8ca67b6840,37488,16896,272.1250000000,0.0000000000
